ano,estado,bioma,emissao_agro_tco2e,area_pastagem_degradada_ha,idade_media_pastagem,area_desmatada_total_ha,area_desmatada_ti_ha,area_desmatada_uc_ha,area_desmatada_bacia_ha,chuva_mm,potencial_sequestro_tco2e,receita_potencial_carbono_brl,risco_compliance_eudr_ha
2000,Pernambuco,Caatinga,17469910.303590998,1749505.986306104,13.482661923647198,46287.60275008539,1711.0771557495127,1685.540448175049,498136.45702171617,,3499011.972612208,174950598.6306104,3396.617603924562
2000,Pernambuco,Mata Atlântica,7303462.0638166545,343086.4773637345,15.069382077498954,3522.8594869384765,1923.9986419372574,3037.3630752563477,280491.4523059692,,686172.954727469,34308647.736373454,4961.361717193605
2000,Piauí,Caatinga,13415566.23896354,799662.4685267623,12.960063824597984,49599.83224765636,1711.0771557495127,1685.540448175049,498136.45702171617,,1599324.9370535247,79966246.85267623,3396.617603924562
2000,Piauí,Cerrado,14639861.292789953,382579.7959623817,11.758170370936263,38627.9022182619,7392.538529968255,3151.042023925782,1323313.6028666506,,765159.5919247634,38257979.59623817,10543.580553894037
2000,Rio De Janeiro,Mata Atlântica,25854223.0946741,1597929.894290239,15.572293262998363,6091.294220086671,1923.9986419372574,3037.3630752563477,280491.4523059692,,3195859.788580478,159792989.42902392,4961.361717193605
2000,Rio Grande Do Norte,Caatinga,10513731.711985284,1216299.763543931,13.838651931957369,37237.226254247886,1711.0771557495127,1685.540448175049,498136.45702171617,,2432599.527087862,121629976.35439311,3396.617603924562
2000,Rio Grande Do Norte,Mata Atlântica,757116.807826401,2584.388653466753,14.121664869592953,409.32064060058605,1923.9986419372574,3037.3630752563477,280491.4523059692,,5168.777306933506,258438.8653466753,4961.361717193605
2000,Rio Grande Do Sul,Mata Atlântica,61998346.27727037,347923.8045298858,12.507601874869193,45576.73564533703,1923.9986419372574,3037.3630752563477,280491.4523059692,,695847.6090597716,34792380.45298858,4961.361717193605
2000,Rio Grande Do Sul,Pampa,162734294.5340496,0.3944949340820312,4.678620059863973,170156.20522684944,10.295415753173826,243.89216245727516,170133.79534276738,,0.7889898681640624,39.44949340820312,254.18757821044898
2000,Rondônia,Amazônia,63648483.452836126,2538368.9366643373,9.282105837598344,254187.15531146215,23025.812996459972,21076.248098791548,1885107.37781126,,5076737.873328675,253836893.66643372,44102.06109525152
2000,Rondônia,Cerrado,169741.23405786464,1181.720595806883,8.676730556363848,830.6995643066409,7392.538529968255,3151.042023925782,1323313.6028666506,,2363.441191613766,118172.0595806883,10543.580553894037
2000,Roraima,Amazônia,5854761.918900139,239236.2171218549,7.137576241497731,40791.41529448254,23025.812996459972,21076.248098791548,1885107.37781126,,478472.4342437098,23923621.712185487,44102.06109525152
2000,Santa Catarina,Mata Atlântica,54640245.07416712,525930.0693158514,14.164533798084658,28022.128157342504,1923.9986419372574,3037.3630752563477,280491.4523059692,,1051860.1386317029,52593006.93158514,4961.361717193605
2000,Sergipe,Caatinga,6226486.43282117,447018.3256340374,14.861588318675905,11999.670367425653,1711.0771557495127,1685.540448175049,498136.45702171617,,894036.6512680748,44701832.56340374,3396.617603924562
2000,Sergipe,Mata Atlântica,4931705.995585113,345421.7755296566,15.18353815332744,3337.6788556091274,1923.9986419372574,3037.3630752563477,280491.4523059692,,690843.5510593132,34542177.55296566,4961.361717193605
2000,São Paulo,Cerrado,37862939.0392721,1097959.5345650741,14.497001783765294,11352.991700903327,7392.538529968255,3151.042023925782,1323313.6028666506,,2195919.0691301483,109795953.45650741,10543.580553894037
2000,São Paulo,Mata Atlântica,166299375.61789033,7232395.728173683,14.84831145003341,14320.69141004639,1923.9986419372574,3037.3630752563477,280491.4523059692,,14464791.456347367,723239572.8173684,4961.361717193605
2000,Tocantins,Amazônia,18316019.868999697,1361049.5868221086,11.484067646232612,52456.77070455938,23025.812996459972,21076.248098791548,1885107.37781126,,2722099.173644217,136104958.68221086,44102.06109525152
2000,Tocantins,Cerrado,52370161.91592946,2991633.117852182,11.34368734494528,192743.23657714872,7392.538529968255,3151.042023925782,1323313.6028666506,,5983266.235704364,299163311.78521824,10543.580553894037
2001,Acre,Amazônia,18673184.707340483,302641.9117352929,10.120159516431102,45834.222477929725,19001.645559985358,31862.260730755537,2115918.610852455,,605283.8234705857,30264191.173529286,50863.906290740895
2001,Alagoas,Caatinga,5985636.566498231,655537.9287343846,15.646905019571202,7324.554816577159,1411.5320068298327,1513.274175231933,477762.0346896422,,1311075.8574687692,65553792.87343846,2924.806182061766
2001,Alagoas,Mata Atlântica,8722342.420480993,339807.6602948331,15.703264204195111,3199.4663685546825,1220.4843372131347,2151.24681461792,221550.73522996207,,679615.3205896663,33980766.02948331,3371.7311518310544
2001,Amapá,Amazônia,2782493.3008472393,47799.28278566291,11.920578441368836,2567.2895381835933,19001.645559985358,31862.260730755537,2115918.610852455,,95598.56557132582,4779928.278566291,50863.906290740895
2001,Amazonas,Amazônia,11626442.102459688,397452.9821232803,8.018336652966038,43589.59988923961,19001.645559985358,31862.260730755537,2115918.610852455,,794905.9642465606,39745298.21232803,50863.906290740895
2001,Bahia,Caatinga,72536315.17859124,7399005.810386129,14.765633093956218,196962.86048325786,1411.5320068298327,1513.274175231933,477762.0346896422,,14798011.620772257,739900581.0386128,2924.806182061766
2001,Bahia,Cerrado,9339247.912760988,285981.2118958616,11.738687292226247,89306.7798021172,5674.838667779542,1983.8106934265147,1115406.7249352974,,571962.4237917232,28598121.18958616,7658.649361206057
2001,Bahia,Mata Atlântica,51858088.533573255,2692522.3371344786,15.842022779147117,39957.49305776368,1220.4843372131347,2151.24681461792,221550.73522996207,,5385044.674268957,269252233.71344787,3371.7311518310544
2001,Ceará,Caatinga,31895446.27552424,1597269.4970273864,13.573994943418413,93388.612002472,1411.5320068298327,1513.274175231933,477762.0346896422,,3194538.994054773,159726949.70273864,2924.806182061766
2001,Distrito Federal,Cerrado,2036560.9289326004,109874.41246989394,12.504335855512718,3713.5985160156292,5674.838667779542,1983.8106934265147,1115406.7249352974,,219748.82493978788,10987441.246989394,7658.649361206057
2001,Espírito Santo,Mata Atlântica,22614355.485185295,1966462.2066503828,16.477666982676173,8187.171928198246,1220.4843372131347,2151.24681461792,221550.73522996207,,3932924.4133007657,196646220.6650383,3371.7311518310544
2001,Goiás,Cerrado,226571186.09699258,11302031.703799255,14.30190487410489,172123.97591100459,5674.838667779542,1983.8106934265147,1115406.7249352974,,22604063.40759851,1130203170.3799255,7658.649361206057
2001,Goiás,Mata Atlântica,4899118.269432552,292797.2494427123,14.66508493367441,1736.248450299072,1220.4843372131347,2151.24681461792,221550.73522996207,,585594.4988854246,29279724.94427123,3371.7311518310544
2001,Maranhão,Amazônia,29147292.88511687,2699690.698636076,9.995016064811416,142702.9638703185,19001.645559985358,31862.260730755537,2115918.610852455,,5399381.397272152,269969069.8636076,50863.906290740895
2001,Maranhão,Cerrado,29719782.232037846,315465.8089626465,11.25494860166703,110875.96975667137,5674.838667779542,1983.8106934265147,1115406.7249352974,,630931.617925293,31546580.896264654,7658.649361206057
2001,Mato Grosso,Amazônia,140042300.02857563,9472316.23678897,9.862652738290391,621687.8434763978,19001.645559985358,31862.260730755537,2115918.610852455,,18944632.47357794,947231623.6788969,50863.906290740895
2001,Mato Grosso,Cerrado,96269967.28820327,5260830.074945789,11.083904417081962,254974.27806380094,5674.838667779542,1983.8106934265147,1115406.7249352974,,10521660.149891578,526083007.4945789,7658.649361206057
2001,Mato Grosso,Pantanal,9556045.01524361,429076.46926687716,11.182241238790667,16368.261796228027,563.9621197631849,24.156188391113282,48869.81132034911,,858152.9385337543,42907646.92668772,588.1183081542981
2001,Mato Grosso Do Sul,Cerrado,189756566.68741542,10386948.848428676,14.40162220158207,117958.48252109381,5674.838667779542,1983.8106934265147,1115406.7249352974,,20773897.69685735,1038694884.8428676,7658.649361206057
2001,Mato Grosso Do Sul,Mata Atlântica,38055578.06926359,1680377.2371757496,15.614046379624838,4613.776342675782,1220.4843372131347,2151.24681461792,221550.73522996207,,3360754.474351499,168037723.71757495,3371.7311518310544
2001,Mato Grosso Do Sul,Pantanal,23804154.54727332,818201.1762409739,11.863924086258903,32501.5495241211,563.9621197631849,24.156188391113282,48869.81132034911,,1636402.3524819477,81820117.62409739,588.1183081542981
2001,Minas Gerais,Caatinga,12015345.245314136,605910.7072770116,15.141598740366595,15163.41498013917,1411.5320068298327,1513.274175231933,477762.0346896422,,1211821.4145540232,60591070.72770116,2924.806182061766
2001,Minas Gerais,Cerrado,139505843.3433858,9896982.142389622,14.751047517093909,112456.5420020325,5674.838667779542,1983.8106934265147,1115406.7249352974,,19793964.284779243,989698214.2389622,7658.649361206057
2001,Minas Gerais,Mata Atlântica,119865276.83610171,10193712.933843957,16.29081543726709,49330.93045446165,1220.4843372131347,2151.24681461792,221550.73522996207,,20387425.867687915,1019371293.3843957,3371.7311518310544
2001,Paraná,Cerrado,1518892.6641863226,27241.217694073635,13.953956872678557,1476.3382824890134,5674.838667779542,1983.8106934265147,1115406.7249352974,,54482.43538814727,2724121.7694073636,7658.649361206057
2001,Paraná,Mata Atlântica,158517025.87317768,2706992.36343293,14.648948415306423,33734.825234631324,1220.4843372131347,2151.24681461792,221550.73522996207,,5413984.72686586,270699236.343293,3371.7311518310544
2001,Paraíba,Caatinga,11937965.335392011,1227843.5872139577,13.933661461829818,25488.045777325427,1411.5320068298327,1513.274175231933,477762.0346896422,,2455687.1744279154,122784358.72139576,2924.806182061766
2001,Paraíba,Mata Atlântica,1107717.4932837188,6480.765495324696,15.740608360139728,1260.6482520629884,1220.4843372131347,2151.24681461792,221550.73522996207,,12961.530990649391,648076.5495324696,3371.7311518310544
2001,Pará,Amazônia,130996896.50010397,6778216.458204315,9.00205414941983,893036.0537459363,19001.645559985358,31862.260730755537,2115918.610852455,,13556432.91640863,677821645.8204315,50863.906290740895
2001,Pará,Cerrado,2412352.592385384,120061.44915020105,10.897281642319973,6702.731516436772,5674.838667779542,1983.8106934265147,1115406.7249352974,,240122.8983004021,12006144.915020104,7658.649361206057
2001,Pernambuco,Caatinga,18674323.927678097,1766890.0602822779,14.321503604805365,47568.901254461634,1411.5320068298327,1513.274175231933,477762.0346896422,,3533780.1205645557,176689006.02822778,2924.806182061766
2001,Pernambuco,Mata Atlântica,7936648.356396349,352404.629852504,16.003983330674828,4407.603869915767,1220.4843372131347,2151.24681461792,221550.73522996207,,704809.259705008,35240462.9852504,3371.7311518310544
2001,Piauí,Caatinga,13488892.121822769,759715.4141815109,13.615742448068463,49230.53192332763,1411.5320068298327,1513.274175231933,477762.0346896422,,1519430.8283630218,75971541.4181511,2924.806182061766
2001,Piauí,Cerrado,14812562.724238897,375076.4862923235,12.34002977365387,61013.78936912862,5674.838667779542,1983.8106934265147,1115406.7249352974,,750152.972584647,37507648.62923235,7658.649361206057
2001,Rio De Janeiro,Mata Atlântica,25843937.483868934,1572973.8271394,16.524674863355365,5257.455908062743,1220.4843372131347,2151.24681461792,221550.73522996207,,3145947.6542788,157297382.71394,3371.7311518310544
2001,Rio Grande Do Norte,Caatinga,10416208.202451875,1200371.7104994871,14.628302028915813,30226.06595186148,1411.5320068298327,1513.274175231933,477762.0346896422,,2400743.4209989742,120037171.0499487,2924.806182061766
2001,Rio Grande Do Norte,Mata Atlântica,664133.4142471543,2270.793334973103,15.140277247993664,455.8451382751466,1220.4843372131347,2151.24681461792,221550.73522996207,,4541.586669946206,227079.3334973103,3371.7311518310544
2001,Rio Grande Do Sul,Mata Atlântica,62916236.12251392,352869.4599072855,13.15180468757306,28656.209764495878,1220.4843372131347,2151.24681461792,221550.73522996207,,705738.919814571,35286945.99072855,3371.7311518310544
2001,Rio Grande Do Sul,Pampa,169301235.45059282,0.3943591796874999,5.123592239781005,191619.66233187253,20.78873056640625,56.512490136718746,191589.70401664442,,0.7887183593749998,39.43591796874999,77.301220703125
2001,Rondônia,Amazônia,73375582.23459826,2700441.791808833,9.783716507763975,267310.77952558006,19001.645559985358,31862.260730755537,2115918.610852455,,5400883.583617666,270044179.1808833,50863.906290740895
2001,Rondônia,Cerrado,247227.56214976028,1118.7664203308098,9.163460926479901,1493.484621411134,5674.838667779542,1983.8106934265147,1115406.7249352974,,2237.5328406616195,111876.64203308098,7658.649361206057
2001,Roraima,Amazônia,5744378.5647449335,249268.40587364405,7.3889300043120025,49987.65827374879,19001.645559985358,31862.260730755537,2115918.610852455,,498536.8117472881,24926840.587364405,50863.906290740895
2001,Santa Catarina,Mata Atlântica,56580058.622284785,569726.2906087118,14.74080328150872,25478.348727368142,1220.4843372131347,2151.24681461792,221550.73522996207,,1139452.5812174235,56972629.06087118,3371.7311518310544
2001,Sergipe,Caatinga,6035817.54653835,447835.4008941117,15.82066978929871,12409.04750021971,1411.5320068298327,1513.274175231933,477762.0346896422,,895670.8017882234,44783540.08941117,2924.806182061766
2001,Sergipe,Mata Atlântica,5030852.208747741,334449.6102846128,16.134340196895437,3075.5223037353517,1220.4843372131347,2151.24681461792,221550.73522996207,,668899.2205692256,33444961.02846128,3371.7311518310544
2001,São Paulo,Cerrado,39434704.72285641,1109148.447270423,15.312521881523498,9754.619658642574,5674.838667779542,1983.8106934265147,1115406.7249352974,,2218296.894540846,110914844.72704229,7658.649361206057
2001,São Paulo,Mata Atlântica,169123362.63799512,7228587.596840545,15.743282391355399,12207.344332928475,1220.4843372131347,2151.24681461792,221550.73522996207,,14457175.19368109,722858759.6840545,3371.7311518310544
2001,Tocantins,Amazônia,19487843.103084497,1389015.871315497,12.10030398241528,49205.418060851865,19001.645559985358,31862.260730755537,2115918.610852455,,2778031.742630994,138901587.1315497,50863.906290740895
2001,Tocantins,Cerrado,55613679.80253304,3074258.3784883507,11.858290464467133,173556.13491445343,5674.838667779542,1983.8106934265147,1115406.7249352974,,6148516.756976701,307425837.84883505,7658.649361206057
2002,Acre,Amazônia,19584687.498798035,294295.3308187025,10.45424788344304,75053.5771731871,44938.35184149191,30522.73498175668,2266483.4197442173,,588590.661637405,29429533.081870254,75461.0868232486
2002,Alagoas,Caatinga,6107873.888127819,698106.308082663,16.525780370654935,8147.562629345738,1805.5733905517582,1765.1494141967787,491341.72926054086,,1396212.616165326,69810630.8082663,3570.722804748537
2002,Alagoas,Mata Atlântica,7955587.584341899,398105.2685595482,16.60986985354049,4045.299219555659,1040.2026875549327,1945.860778912353,242435.05788213506,,796210.5371190964,39810526.85595482,2986.0634664672857
2002,Amapá,Amazônia,2704623.2738233027,49565.472041217115,12.05613657894592,5124.060646429442,44938.35184149191,30522.73498175668,2266483.4197442173,,99130.94408243423,4956547.204121712,75461.0868232486
2002,Amazonas,Amazônia,11848752.63105325,388376.0075497587,8.440949002204416,63774.96445068351,44938.35184149191,30522.73498175668,2266483.4197442173,,776752.0150995174,38837600.75497587,75461.0868232486
2002,Bahia,Caatinga,70837390.22657828,7708509.701099874,15.570678401005685,196838.44933054206,1805.5733905517582,1765.1494141967787,491341.72926054086,,15417019.402199749,770850970.1099875,3570.722804748537
2002,Bahia,Cerrado,9319678.226820411,305442.676972284,12.074911553284332,73381.19758731662,7173.751381170649,1921.5514195068363,1109756.4606803283,,610885.353944568,30544267.6972284,9095.302800677486
2002,Bahia,Mata Atlântica,52799975.06282447,2960970.3638882237,16.76150375957277,41520.5620987854,1040.2026875549327,1945.860778912353,242435.05788213506,,5921940.727776447,296097036.3888224,2986.0634664672857
2002,Ceará,Caatinga,32739949.37265241,1644438.4728699105,14.26529697616711,99199.36893923342,1805.5733905517582,1765.1494141967787,491341.72926054086,,3288876.945739821,164443847.28699106,3570.722804748537
2002,Distrito Federal,Cerrado,2132974.0594520275,110797.37566596929,13.04841252956312,2641.9929945007334,7173.751381170649,1921.5514195068363,1109756.4606803283,,221594.75133193858,11079737.566596929,9095.302800677486
2002,Espírito Santo,Mata Atlântica,23056573.283370793,1938867.1039622817,17.43488217553691,6362.722690972899,1040.2026875549327,1945.860778912353,242435.05788213506,,3877734.2079245634,193886710.39622816,2986.0634664672857
2002,Goiás,Cerrado,240567498.74214336,11391898.867025029,15.06767388888872,173894.90044968872,7173.751381170649,1921.5514195068363,1109756.4606803283,,22783797.734050058,1139189886.702503,9095.302800677486
2002,Goiás,Mata Atlântica,5063312.548717484,290548.9095921429,15.569577498105723,1689.044569970704,1040.2026875549327,1945.860778912353,242435.05788213506,,581097.8191842858,29054890.959214292,2986.0634664672857
2002,Maranhão,Amazônia,29040149.311321504,2874309.068548008,10.483278182801735,128701.52302458497,44938.35184149191,30522.73498175668,2266483.4197442173,,5748618.137096016,287430906.85480076,75461.0868232486
2002,Maranhão,Cerrado,32057086.67130227,374954.59913628025,11.67554397129803,98146.79181440434,7173.751381170649,1921.5514195068363,1109756.4606803283,,749909.1982725605,37495459.91362803,9095.302800677486
2002,Mato Grosso,Amazônia,156720999.81149778,9855738.364416651,10.20663548265421,826716.7481007103,44938.35184149191,30522.73498175668,2266483.4197442173,,19711476.728833303,985573836.4416652,75461.0868232486
2002,Mato Grosso,Cerrado,108455880.67990069,5321037.354904706,11.73922078155443,297796.32813879405,7173.751381170649,1921.5514195068363,1109756.4606803283,,10642074.709809411,532103735.4904706,9095.302800677486
2002,Mato Grosso,Pantanal,9720749.656203978,444886.43539772124,11.58393703317756,25833.153672045955,143.70513539428705,0.1712749755859375,53909.10756343999,,889772.8707954425,44488643.53977212,143.87641036987299
2002,Mato Grosso Do Sul,Cerrado,191290282.49568135,10530080.451509029,15.213024856218993,120077.21427805809,7173.751381170649,1921.5514195068363,1109756.4606803283,,21060160.903018057,1053008045.1509029,9095.302800677486
2002,Mato Grosso Do Sul,Mata Atlântica,38444243.98432523,1687045.2877582554,16.50385618366916,4721.051170709233,1040.2026875549327,1945.860778912353,242435.05788213506,,3374090.5755165108,168704528.77582553,2986.0634664672857
2002,Mato Grosso Do Sul,Pantanal,24121534.98451248,833705.5847896639,12.64920855734674,28075.953891394005,143.70513539428705,0.1712749755859375,53909.10756343999,,1667411.1695793278,83370558.47896639,143.87641036987299
2002,Minas Gerais,Caatinga,12066498.353552092,545039.8969029972,15.969277866255796,19361.314305267337,1805.5733905517582,1765.1494141967787,491341.72926054086,,1090079.7938059943,54503989.69029972,3570.722804748537
2002,Minas Gerais,Cerrado,142325283.02103132,9748108.632857367,15.537828101359736,136134.01106865847,7173.751381170649,1921.5514195068363,1109756.4606803283,,19496217.265714735,974810863.2857368,9095.302800677486
2002,Minas Gerais,Mata Atlântica,121033871.63439298,10097342.24867234,17.212607822223948,64161.68766748041,1040.2026875549327,1945.860778912353,242435.05788213506,,20194684.49734468,1009734224.867234,2986.0634664672857
2002,Paraná,Cerrado,1480737.3726296548,24899.08309035652,14.30538971288085,1129.9880386291497,7173.751381170649,1921.5514195068363,1109756.4606803283,,49798.16618071304,2489908.309035652,9095.302800677486
2002,Paraná,Mata Atlântica,158677735.48507679,2669399.3762027686,15.347836089238672,34641.37909346926,1040.2026875549327,1945.860778912353,242435.05788213506,,5338798.752405537,266939937.62027687,2986.0634664672857
2002,Paraíba,Caatinga,12454313.143666359,1245291.2233322868,14.679838533856666,30887.309687951663,1805.5733905517582,1765.1494141967787,491341.72926054086,,2490582.4466645736,124529122.33322868,3570.722804748537
2002,Paraíba,Mata Atlântica,1184268.3789097976,7966.704637231476,16.81826801710909,1250.093057775879,1040.2026875549327,1945.860778912353,242435.05788213506,,15933.409274462952,796670.4637231476,2986.0634664672857
2002,Pará,Amazônia,140611296.23972145,7097735.178976402,9.387368453447706,781066.000400815,44938.35184149191,30522.73498175668,2266483.4197442173,,14195470.357952803,709773517.8976402,75461.0868232486
2002,Pará,Cerrado,2389595.9964798447,126435.64155571797,11.381662004030284,8085.911254046619,7173.751381170649,1921.5514195068363,1109756.4606803283,,252871.28311143594,12643564.155571798,9095.302800677486
2002,Pernambuco,Caatinga,19832476.938710563,1861346.2603116634,15.08104721989769,49933.58239780284,1805.5733905517582,1765.1494141967787,491341.72926054086,,3722692.520623327,186134626.03116634,3570.722804748537
2002,Pernambuco,Mata Atlântica,8112401.306217649,384145.5250955899,16.95435568199094,4234.299622955323,1040.2026875549327,1945.860778912353,242435.05788213506,,768291.0501911798,38414552.50955899,2986.0634664672857
2002,Piauí,Caatinga,13436657.467621846,794012.0410247154,14.202421337407557,47150.89459718634,1805.5733905517582,1765.1494141967787,491341.72926054086,,1588024.0820494308,79401204.10247155,3570.722804748537
2002,Piauí,Cerrado,14677919.73882351,387550.41426673764,12.728743737784455,30524.826462066692,7173.751381170649,1921.5514195068363,1109756.4606803283,,775100.8285334753,38755041.42667376,9095.302800677486
2002,Rio De Janeiro,Mata Atlântica,25706419.3310391,1486891.1564088976,17.42698162208025,5036.871977441408,1040.2026875549327,1945.860778912353,242435.05788213506,,2973782.312817795,148689115.64088976,2986.0634664672857
2002,Rio Grande Do Norte,Caatinga,11146417.041066403,1196346.919748667,15.358223429153677,28645.025895562707,1805.5733905517582,1765.1494141967787,491341.72926054086,,2392693.839497334,119634691.97486669,3570.722804748537
2002,Rio Grande Do Norte,Mata Atlântica,797306.9422127571,2154.1197155944337,16.081110474949973,357.94868923950185,1040.2026875549327,1945.860778912353,242435.05788213506,,4308.2394311888675,215411.97155944337,2986.0634664672857
